sgRNA	Gene	ctr	exp
Ston2_1	Ston2	4265	3761
Ano2_1	Ano2	4886	4534
Twist2_4	Twist2	12386	11003
Ncaph_4	Ncaph	2049	1785
Fev_2	Fev	5244	4834
Cep170_4	Cep170	9366	7001
Srd5a2_2	Srd5a2	2762	2491
Ddx4_4	Ddx4	3185	2867
Exosc9_1	Exosc9	235	206
Ppib_2	Ppib	5580	4206
Nap1l2_2	Nap1l2	4150	3353
Bin1_3	Bin1	3343	2987
Odc1_4	Odc1	653	444
Ankrd54_1	Ankrd54	5357	4334
Cit_4	Cit	2186	1886
Chrna2_2	Chrna2	10370	8968
Bbs4_3	Bbs4	2703	2158
Cstf1_4	Cstf1	665	437
Sytl4_3	Sytl4	6778	5644
Mcm3_1	Mcm3	977	923
Zfr_1	Zfr	205	177
Ccdc51_2	Ccdc51	2561	2107
Apbb2_2	Apbb2	6080	5504
Nudt6_3	Nudt6	3595	2839
Pcnp_3	Pcnp	7934	6227
Gle1_2	Gle1	5911	4754
Noc3l_3	Noc3l	3277	2549
Htr4_4	Htr4	6893	5204
Sstr1_2	Sstr1	1897	1681
Tmub1_1	Tmub1	4134	3737
Tssk6_4	Tssk6	1875	1726
Caprin2_3	Caprin2	4569	4100
Rbpj_2	Rbpj	437	326
Fign_3	Fign	5412	4034
Hectd2_3	Hectd2	4934	3716
Oprd1_1	Oprd1	7823	6376
Myoz1_1	Myoz1	6240	4922
Sult1d1_2	Sult1d1	2311	1705
Rae1_4	Rae1	276	394
Fmn2_3	Fmn2	5587	3866
Casc3_3	Casc3	1496	1381
Zfp516_2	Zfp516	5768	4732
Pin4_2	Pin4	1594	1520
Lyl1_3	Lyl1	3158	2744
Rsph1_2	Rsph1	4997	3800
Barhl1_2	Barhl1	12847	10386
Esrrg_2	Esrrg	29518	25519
Faf1_3	Faf1	7217	6820
Zscan25_4	Zscan25	3986	3260
Map4k3_4	Map4k3	5879	4668
Khdrbs2_1	Khdrbs2	9325	6616
Mbd1_1	Mbd1	2923	2359
Smchd1_1	Smchd1	2984	2345
Tppp_1	Tppp	4309	4078
H3f3b_1	H3f3b	3200	2252
1110007C09Rik_4	1110007C09Rik	1353	1042
Neil1_1	Neil1	1012	1010
Prkcg_2	Prkcg	5767	4227
Tnfrsf1a_5	Tnfrsf1a	6172	5156
Polr3k_3	Polr3k	631	506
Neurog1_4	Neurog1	2239	1575
Cul4b_1	Cul4b	3743	3052
Psmd9_1	Psmd9	5378	4363
Klf13_1	Klf13	4103	3548
Lap3_4	Lap3	4996	3990
Pfkfb3_2	Pfkfb3	4291	3388
Sfrp4_2	Sfrp4	5243	4557
Zfp655_3	Zfp655	2603	2071
Rpf1_1	Rpf1	2072	1649
Tspo_3	Tspo	15215	12153
L3mbtl3_2	L3mbtl3	2588	2093
Rfc1_1	Rfc1	676	460
Zfp473_1	Zfp473	1359	986
Zfp954_1	Zfp954	926	650
Vsx1_4	Vsx1	3445	2540
Psmb5_2	Psmb5	1068	966
Erbb3_4	Erbb3	4338	3961
Mycbp2_3	Mycbp2	7281	5703
Foxf1_3	Foxf1	2197	1871
Kif22_2	Kif22	1821	1658
Rsph1_4	Rsph1	7066	5282
Taf6_2	Taf6	55	59
Nfyc_3	Nfyc	245	251
Aco2_4	Aco2	1271	1196
Foxl2_2	Foxl2	7563	6390
Mbnl2_3	Mbnl2	9058	7201
Gins2_2	Gins2	640	622
Arhgap22_1	Arhgap22	5313	4465
Nit1_2	Nit1	3087	3109
Pcgf2_3	Pcgf2	1784	1367
Psmd1_4	Psmd1	984	838
Noto_4	Noto	3478	2827
Rhot1_5	Rhot1	4536	4259
Mvp_1	Mvp	3124	3036
Stau1_2	Stau1	1400	909
Ddx42_2	Ddx42	736	821
Wdr6_4	Wdr6	4096	3081
Prkcd_5	Prkcd	4250	3616
Topors_3	Topors	3597	3747
Cables1_4	Cables1	6510	4640
Atf1_5	Atf1	3483	2608
Rbl2_3	Rbl2	139	195
Sox14_4	Sox14	4655	3627
Hes1_1	Hes1	2401	1944
Trim28_3	Trim28	436	470
Ntrk1_5	Ntrk1	2223	2036
Gsr_4	Gsr	4267	3326
Tor1a_1	Tor1a	1066	1250
Pik3ca_5	Pik3ca	1782	1533
Wdr92_3	Wdr92	450	370
Lin9_1	Lin9	2306	1838
Uhrf1_4	Uhrf1	2614	2219
Themis_2	Themis	7487	6358
Jak2_3	Jak2	7912	6894
Bdp1_4	Bdp1	130	102
Kntc1_2	Kntc1	2631	2562
Ccdc55_4	Ccdc55	1772	1410
Rbbp8_2	Rbbp8	682	668
Hspb6_1	Hspb6	3819	3289
Hypm_4	Hypm	3643	3183
Sp9_3	Sp9	3766	3091
Mapt_3	Mapt	2016	1487
Adarb1_2	Adarb1	5098	4601
Prkrip1_3	Prkrip1	1404	1102
Kcnq2_5	Kcnq2	2933	2512
Gapdhs_2	Gapdhs	3937	2930
Snf8_3	Snf8	2255	2039
Anapc11_1	Anapc11	506	599
Rnf17_2	Rnf17	2607	2128
Rnf126_1	Rnf126	5356	4253
Usp26_2	Usp26	7968	7975
Htr2c_1	Htr2c	3252	2758
Pelp1_3	Pelp1	4319	3540
Cysltr2_1	Cysltr2	3978	3649
Tubg1_2	Tubg1	2070	2028
Trak1_4	Trak1	2215	2235
Arid5b_2	Arid5b	4189	3589
Wdr48_2	Wdr48	1161	946
Taf4b_4	Taf4b	934	649
Slbp_4	Slbp	223	127
Apaf1_3	Apaf1	4587	3971
Ybx1_2	Ybx1	5284	4266
Rbbp6_1	Rbbp6	1502	1412
Cmtm2a_4	Cmtm2a	2950	2571
Car1_5	Car1	5415	4473
Ube2t_1	Ube2t	313	264
Ppard_4	Ppard	6155	5091
Il15_4	Il15	4746	4383
Theg_1	Theg	3758	3365
Cebpa_2	Cebpa	6444	5660
Crisp4_4	Crisp4	5968	4745
Zfp191_2	Zfp191	2599	2195
Senp3_3	Senp3	5198	3881
Ptger2_1	Ptger2	805	705
Slc38a1_2	Slc38a1	7141	5631
Bex4_2	Bex4	679	605
Nipbl_1	Nipbl	565	444
Eapp_4	Eapp	1202	1121
Kif6_2	Kif6	3705	2842
Idh1_4	Idh1	2883	2351
Dnttip2_4	Dnttip2	747	658
Lhcgr_5	Lhcgr	8896	6756
Scnm1_3	Scnm1	2066	2036
Gm4981_4	Gm4981	4281	3200
Barhl1_3	Barhl1	6680	5199
Slc9a3r2_3	Slc9a3r2	6244	4905
Gsk3b_5	Gsk3b	3502	2774
Trrap_4	Trrap	994	619
Ankrd11_2	Ankrd11	374	450
Ralgapa1_3	Ralgapa1	5977	4520
Rgn_2	Rgn	3773	2908
Tdg_4	Tdg	3600	3054
Snw1_3	Snw1	689	829
Myef2_3	Myef2	6190	4798
Zmym2_2	Zmym2	125	57
Hoxb6_1	Hoxb6	2567	2062
Tceal8_1	Tceal8	5556	4982
Nr4a1_3	Nr4a1	6336	5247
Rreb1_1	Rreb1	7921	7979
Dpp3_4	Dpp3	3520	2856
Usp10_4	Usp10	1480	1313
Dqx1_1	Dqx1	4691	3796
Ss18_3	Ss18	4987	4730
Gtf2h4_2	Gtf2h4	1601	1419
Lmnb1_1	Lmnb1	2141	1836
Zfp317_4	Zfp317	2736	2294
Klhdc3_4	Klhdc3	2010	1668
Runx2_4	Runx2	8367	6535
Ube3b_1	Ube3b	1627	1179
Kat2b_4	Kat2b	3544	3143
Tcea1_2	Tcea1	233	309
Ivns1abp_4	Ivns1abp	4046	2949
Tmem18_1	Tmem18	6429	5408
Rnf187_3	Rnf187	3753	3401
Prkcz_4	Prkcz	6688	5944
Zfp512_1	Zfp512	256	220
Meaf6_1	Meaf6	204	226
Gabra2_3	Gabra2	1777	1443
Dbx2_2	Dbx2	4259	3185
Cenpk_4	Cenpk	1015	889
Tyk2_4	Tyk2	4539	3590
Thap1_3	Thap1	3147	2334
Nr1d2_3	Nr1d2	3061	2537
Mphosph10_2	Mphosph10	1888	1718
Prpf19_3	Prpf19	1184	1213
Pcif1_2	Pcif1	2808	2186
S100a1_1	S100a1	3800	3528
Bod1l_1	Bod1l	1104	1237
Cidea_3	Cidea	2201	1816
Scrt2_4	Scrt2	6628	6019
Tbl1xr1_2	Tbl1xr1	1153	1353
Raver2_4	Raver2	4829	3707
Rpl27_2	Rpl27	1929	1550
Hyal5_2	Hyal5	3825	3012
Vldlr_1	Vldlr	1631	1181
Zfp707_2	Zfp707	3570	3363
Hs3st3b1_5	Hs3st3b1	2257	2336
Stk24_3	Stk24	7541	7091
Ptbp3_2	Ptbp3	5096	4485
Zfp128_1	Zfp128	2099	1496
Tigd5_3	Tigd5	5173	3998
Gadd45gip1_4	Gadd45gip1	4024	3696
Llph_4	Llph	1281	954
Fam3b_4	Fam3b	6116	5308
Rfwd3_3	Rfwd3	1451	1247
Got1_4	Got1	3220	2600
2310033P09Rik_1	2310033P09Rik	5622	4926
Eif2s1_2	Eif2s1	915	607
Bsx_2	Bsx	3227	2578
Nfic_2	Nfic	7158	6521
CTRL0039_1	CTRL0039	7493	5597
Aimp1_4	Aimp1	6168	4632
Baz2a_2	Baz2a	2313	1813
Zfp39_3	Zfp39	2799	2076
A1cf_2	A1cf	3090	2442
Rad51_2	Rad51	358	391
Hspb7_3	Hspb7	3966	2933
Upf3a_1	Upf3a	3020	2532
Mark2_1	Mark2	6118	5548
Lats2_4	Lats2	4370	3705
Bhlha15_4	Bhlha15	7472	7052
Map1s_1	Map1s	1744	1537
Hoxa4_2	Hoxa4	15639	13057
Ctdspl_4	Ctdspl	9361	7518
Ncaph_1	Ncaph	1839	1430
Casc3_1	Casc3	1110	885
Cyp27b1_4	Cyp27b1	4280	3206
Plk4_4	Plk4	1298	872
Fam193b_1	Fam193b	2767	2339
Gamt_4	Gamt	4591	3741
Cyp17a1_1	Cyp17a1	806	1086
Ang2_1	Ang2	5411	3975
Apc2_3	Apc2	4727	3203
Zfp622_3	Zfp622	5789	5007
Nop10_3	Nop10	1978	1729
Pdcd2_3	Pdcd2	539	451
Fbxl4_2	Fbxl4	7131	5210
Brip1_4	Brip1	52	101
Fastk_3	Fastk	6269	4279
Cacnb1_4	Cacnb1	7106	5916
CTRL0053_1	CTRL0053	9667	7435
Asf1b_2	Asf1b	3085	2524
Sstr2_1	Sstr2	6224	5549
Lemd2_1	Lemd2	672	725
Pcp4_3	Pcp4	3956	3672
Cmtr2_3	Cmtr2	443	496
E2f1_1	E2f1	2916	2363
Ywhaz_2	Ywhaz	4346	3735
Utp14a_3	Utp14a	2759	2238
Ints2_4	Ints2	901	723
Ankrd17_3	Ankrd17	4374	3614
Gabrb3_1	Gabrb3	4248	3771
Snap23_1	Snap23	2200	1613
Rps19bp1_3	Rps19bp1	5662	4780
Nup93_2	Nup93	2152	1831
Mga_2	Mga	1725	1304
Tuba1a_3	Tuba1a	15	27
Tuba1a_1	Tuba1a	15	27
Numb_4	Numb	8223	7295
Nxf2_1	Nxf2	6350	4949
Brf1_1	Brf1	3121	2756
Rere_2	Rere	8615	6557
Vps37a_1	Vps37a	414	409
Omp_3	Omp	5108	3989
Thra_4	Thra	10165	9465
Pigq_4	Pigq	2602	2415
Zfp652_2	Zfp652	5206	4235
Rad54l2_4	Rad54l2	573	274
Tex11_2	Tex11	5767	4428
Slc7a5_2	Slc7a5	2811	2232
Mcmbp_2	Mcmbp	2704	2138
Map4k3_1	Map4k3	6028	4441
Kmt2c_3	Kmt2c	2641	2458
Vamp2_4	Vamp2	4161	3566
CTRL0063_1	CTRL0063	3708	3191
Ing3_2	Ing3	33	35
Ghr_3	Ghr	7619	6281
Tacc1_2	Tacc1	5173	4185
Evx2_1	Evx2	4192	3268
Mmp14_1	Mmp14	7059	6488
Dcp2_3	Dcp2	2026	1575
Rbm47_2	Rbm47	5615	5002
Nrip1_3	Nrip1	3864	3529
Casp14_2	Casp14	5257	4479
Hells_3	Hells	586	568
Ebf2_4	Ebf2	5337	3927
Kat6b_3	Kat6b	1249	1085
Mbnl1_1	Mbnl1	5578	5210
Ap3b2_3	Ap3b2	4190	3211
Prkd3_4	Prkd3	5230	4073
Sptbn1_1	Sptbn1	3623	3250
Odc1_2	Odc1	5100	3728
Mmp24_4	Mmp24	7841	6393
Kcnj11_2	Kcnj11	5488	4362
Triobp_2	Triobp	3914	2987
Ppp6c_4	Ppp6c	12	32
Akr1d1_1	Akr1d1	4318	4921
Ccnjl_3	Ccnjl	5740	4707
Thoc2_3	Thoc2	1420	1069
Pard6b_4	Pard6b	4246	3386
Smek2_4	Smek2	4879	3816
Pask_1	Pask	4681	4641
Alx1_2	Alx1	1467	1246
Sgol1_1	Sgol1	1229	1143
Serpinb9_4	Serpinb9	2695	2135
Ccar2_3	Ccar2	8440	7425
Hmx2_4	Hmx2	5999	5473
Itpkc_1	Itpkc	2452	2021
Hus1b_1	Hus1b	4396	3677
Nhlh2_2	Nhlh2	2359	1919
Zc2hc1a_2	Zc2hc1a	713	605
Gtf2h2_3	Gtf2h2	253	109
Nicn1_4	Nicn1	2120	1602
Trpc7_3	Trpc7	7365	6258
Fstl3_4	Fstl3	4925	3924
Tgfb1_2	Tgfb1	6508	4877
Ints2_2	Ints2	1442	745
Ghrhr_4	Ghrhr	4300	4122
Med11_4	Med11	1712	1094
Gabrr3_2	Gabrr3	4527	3817
Gabre_2	Gabre	2758	2507
Arx_1	Arx	3517	2674
Btg2_2	Btg2	896	796
Rps19_3	Rps19	752	408
Snai3_3	Snai3	15247	13960
Psma7_4	Psma7	710	694
Zfp668_4	Zfp668	6470	5466
Rad23b_1	Rad23b	1410	1370
Slc25a5_5	Slc25a5	499	507
Prpf38b_1	Prpf38b	905	683
Pgap2_2	Pgap2	5006	5027
Psen2_4	Psen2	5124	4487
Ncapd3_4	Ncapd3	613	422
Ddx31_4	Ddx31	1075	688
2700060E02Rik_3	2700060E02Rik	1723	1357
D430042O09Rik_2	D430042O09Rik	6129	5026
Atp6v0a1_3	Atp6v0a1	4143	3397
Efcab6_3	Efcab6	5382	4097
Rbms1_4	Rbms1	2719	2205
Hist1h1t_3	Hist1h1t	2502	1739
Fam214b_2	Fam214b	6491	5637
Eef1a1_3	Eef1a1	1850	1367
Ndc1_3	Ndc1	2513	2228
Gabrg2_2	Gabrg2	1056	945
Arhgap28_4	Arhgap28	6384	5175
Tacc3_4	Tacc3	3453	3031
Jdp2_4	Jdp2	19022	16079
Kansl3_3	Kansl3	2076	1768
Hecw1_4	Hecw1	4685	3880
Ptger4_5	Ptger4	3903	3636
Rfc3_3	Rfc3	1504	1358
Meox1_2	Meox1	351	520
Tsc22d1_3	Tsc22d1	3812	3414
Flii_2	Flii	2106	1971
Mapk14_3	Mapk14	4848	4374
Rita1_1	Rita1	3610	2709
Ncl_4	Ncl	2172	1889
Cep57_3	Cep57	697	671
Wac_4	Wac	509	415
Hoxc13_3	Hoxc13	9432	8139
Cbfa2t2_3	Cbfa2t2	5882	5178
Zbtb41_2	Zbtb41	4701	3971
Pif1_1	Pif1	2562	2429
Usp36_1	Usp36	1714	1353
Zbtb38_2	Zbtb38	1241	845
Mtpap_3	Mtpap	2834	2814
Insm2_2	Insm2	3246	2565
Gm4906_4	Gm4906	3689	3493
Ncoa6_1	Ncoa6	3138	2943
Pitx2_4	Pitx2	1090	1179
Gsc2_2	Gsc2	6106	4813
Zfp787_3	Zfp787	5907	4862
Prop1_4	Prop1	3427	2709
Eya2_4	Eya2	8239	7271
Timp3_1	Timp3	3201	2537
Nr1d2_2	Nr1d2	1128	873
Nr2f6_3	Nr2f6	6986	5724
Timmdc1_1	Timmdc1	252	294
Ston2_2	Ston2	6196	6228
Kdm3a_1	Kdm3a	2732	2319
Got1_1	Got1	3716	3537
Gtf3c5_4	Gtf3c5	407	305
Mapkap1_2	Mapkap1	4335	3796
Mcm7_3	Mcm7	1663	1428
Dbr1_1	Dbr1	825	569
Alox5ap_4	Alox5ap	4063	3580
Ctsg_4	Ctsg	3980	3077
Npepps_1	Npepps	4524	4251
Dpy30_4	Dpy30	353	303
Ubxn6_1	Ubxn6	6455	4412
Tnfrsf1a_3	Tnfrsf1a	11798	9426
Ncor1_4	Ncor1	1242	948
Tab2_3	Tab2	5505	4686
Smcr8_2	Smcr8	1973	1976
Supt20_2	Supt20	304	557
Cdk5_1	Cdk5	10168	8414
Uty_2	Uty	1697	827
Mapk1_3	Mapk1	3844	3439
Chrm5_2	Chrm5	1817	1382
Cinp_2	Cinp	2880	2996
Prpf38b_4	Prpf38b	2096	1528
Rapgef5_2	Rapgef5	7729	6242
Tmod1_1	Tmod1	5249	4169
Psmb5_1	Psmb5	1076	1197
Hand1_2	Hand1	5471	4386
Cabyr_4	Cabyr	5572	4484
Traf6_3	Traf6	4031	3543
Cbx7_4	Cbx7	1343	1239
Sqstm1_3	Sqstm1	7456	6346
Rcc2_3	Rcc2	6344	5795
Cbln4_3	Cbln4	2128	1805
Glmp_1	Glmp	8301	6861
Utp20_1	Utp20	1130	1017
Bap1_2	Bap1	527	393
Gabrd_2	Gabrd	813	757
Ewsr1_4	Ewsr1	1050	986
Pax9_3	Pax9	627	523
Ggcx_5	Ggcx	2810	2288
Ldha_4	Ldha	2910	2417
Pde7b_5	Pde7b	3014	2435
Dlg4_1	Dlg4	2558	2041
Fancl_3	Fancl	786	517
Csnk2b_3	Csnk2b	1949	1881
Ifi204_1	Ifi204	4593	3344
Zbtb11_4	Zbtb11	96	110
Cramp1l_1	Cramp1l	6132	4708
Hivep1_3	Hivep1	4415	3965
Hace1_4	Hace1	4811	4599
Epn1_1	Epn1	2463	2392
Epm2a_1	Epm2a	5451	4531
Polr3g_1	Polr3g	2051	1936
Tcp1_2	Tcp1	88	148
Clasrp_3	Clasrp	749	528
Txn2_1	Txn2	1429	1270
Ash2l_3	Ash2l	1700	1927
Tekt1_1	Tekt1	5808	5061
Stpg1_3	Stpg1	2213	1801
Bach2_1	Bach2	10288	8918
Iqsec1_3	Iqsec1	4417	3919
Lrrc10_2	Lrrc10	4919	4123
Nutm1_4	Nutm1	4015	3326
Rps6kb1_1	Rps6kb1	3928	3415
Msl2_1	Msl2	4458	3601
Ccdc62_3	Ccdc62	3308	2554
Noc3l_4	Noc3l	1363	1369
Ppp3r1_4	Ppp3r1	2142	1584
S100pbp_2	S100pbp	1704	1310
Pak1ip1_3	Pak1ip1	1384	1551
Bcat2_5	Bcat2	2393	1852
Slc3a2_1	Slc3a2	2093	1980
Zfp60_4	Zfp60	641	473
Prdm15_3	Prdm15	848	596
Klhdc2_3	Klhdc2	3885	2984
Csrp3_2	Csrp3	5841	5138
Arg2_5	Arg2	6220	4884
Dapk3_1	Dapk3	3415	2855
Irf2bp1_3	Irf2bp1	2832	2769
Gatad2a_4	Gatad2a	4612	4710
Depdc1a_4	Depdc1a	1946	1240
Hmbox1_1	Hmbox1	6211	4905
Rrm2_3	Rrm2	264	198
Idh3g_3	Idh3g	2869	1946
Il6ra_1	Il6ra	7347	6272
Twistnb_3	Twistnb	504	537
Mcm3_2	Mcm3	614	563
Pcdha2_3	Pcdha2	1757	1515
Stx16_2	Stx16	3053	2711
Casp8_2	Casp8	1603	1361
Tex15_3	Tex15	1349	1285
Pitpnc1_1	Pitpnc1	5731	4905
L3mbtl3_3	L3mbtl3	4845	4611
Hoxb2_4	Hoxb2	6514	5433
Nudt1_3	Nudt1	2935	2449
Ddx20_4	Ddx20	1337	1250
Morc2b_4	Morc2b	1568	1173
Nit1_1	Nit1	4362	3649
Tle2_1	Tle2	5244	4417
Slc18a1_4	Slc18a1	4935	4430
Rps14_1	Rps14	733	699
Txnl1_4	Txnl1	107	81
Slc25a11_3	Slc25a11	3250	2695
Stk40_3	Stk40	3570	2265
Cdc27_4	Cdc27	648	1014
Gnrhr_3	Gnrhr	6125	4890
Cmtm2b_2	Cmtm2b	7938	7187
Wdr82_2	Wdr82	6379	5287
Idh3b_4	Idh3b	3258	2817
Csf3r_4	Csf3r	1913	1663
Tjp3_4	Tjp3	2881	2669
Epha1_3	Epha1	3340	2305
Nanos3_1	Nanos3	5063	4767
Adnp2_1	Adnp2	6671	6336
Ddx27_2	Ddx27	888	539
Gfi1_1	Gfi1	12253	9362
Sirt3_4	Sirt3	2881	2096
Ddn_4	Ddn	5169	4849
Phtf2_2	Phtf2	6762	5444
Hsd17b10_3	Hsd17b10	359	365
Ceacam2_3	Ceacam2	912	806
Rpl11_4	Rpl11	823	502
Tmx1_2	Tmx1	3766	2934
Dedd_3	Dedd	5550	4574
Klf10_2	Klf10	2818	2440
Sox3_1	Sox3	6723	5642
Pck1_2	Pck1	1783	1736
Rpl3_2	Rpl3	635	571
Dnmt1_5	Dnmt1	1717	1126
Entpd7_4	Entpd7	6723	5828
Gabrd_4	Gabrd	1127	796
Ctnnbl1_2	Ctnnbl1	1919	1707
Trim35_4	Trim35	4348	3868
Nkx2-5_3	Nkx2-5	7871	6282
Shox2_4	Shox2	6539	5596
Srpk1_4	Srpk1	2023	1830
Ppp6r3_2	Ppp6r3	1037	783
Mre11a_2	Mre11a	484	571
Hagh_5	Hagh	7656	6096
Crcp_4	Crcp	1229	1007
Rere_3	Rere	1571	1155
Wdr4_3	Wdr4	1203	970
Nobox_3	Nobox	2034	1600
Safb2_2	Safb2	2632	2316
Batf_4	Batf	7626	5719
Erbb3_5	Erbb3	1972	1942
Snrpf_4	Snrpf	340	321
Rhox11_1	Rhox11	2830	2266
Socs5_4	Socs5	4047	3610
Tmc8_4	Tmc8	4959	4613
Atad3a_2	Atad3a	1036	565
Preb_1	Preb	1356	1184
Thoc2_2	Thoc2	1435	1016
Usf1_4	Usf1	707	728
Cited1_2	Cited1	13410	11223
Prpf18_4	Prpf18	2574	1944
Oip5_2	Oip5	1376	1150
Iqsec2_1	Iqsec2	3691	2841
Herc1_1	Herc1	2422	2337
Insr_4	Insr	7287	5340
Hspb9_3	Hspb9	6149	5433
Fcf1_4	Fcf1	1699	1397
Hist1h1b_2	Hist1h1b	2454	2016
Srp19_3	Srp19	3458	3319
Zfp36_3	Zfp36	1847	1676
Fam96b_1	Fam96b	132	60
P2rx3_2	P2rx3	5318	4125
Grik5_1	Grik5	6867	5297
Sf3b6_1	Sf3b6	3525	3157
Zbtb25_3	Zbtb25	613	506
Pla2g2a_5	Pla2g2a	1263	1230
Med26_4	Med26	1334	1415
Cdc26_3	Cdc26	1655	1241
Setdb2_1	Setdb2	2462	1827
Rps6kb2_3	Rps6kb2	5900	4685
Clspn_4	Clspn	1337	1117
Tex15_4	Tex15	4494	4245
Prdm14_4	Prdm14	1532	1523
Itga9_3	Itga9	10843	9468
Pacrg_1	Pacrg	3607	3003
Nr2c2_4	Nr2c2	403	406
Bhlhe22_2	Bhlhe22	2931	2244
Rere_4	Rere	4873	4133
Psma6_2	Psma6	1047	1446
Dnmt1_2	Dnmt1	3362	3020
Ccrn4l_4	Ccrn4l	1203	960
Stradb_4	Stradb	4301	3779
Cd2bp2_3	Cd2bp2	777	655
Prdm16_4	Prdm16	5978	5037
Gdap1_3	Gdap1	2353	1906
Tgfbr1_3	Tgfbr1	3109	2671
Calm1_1	Calm1	3891	3737
Gpc4_2	Gpc4	4818	4470
Phf1_1	Phf1	3323	2533
Cebpg_4	Cebpg	998	1115
Setd1a_3	Setd1a	2285	1458
Picalm_4	Picalm	4664	4346
Adra1a_4	Adra1a	18107	15881
Mpo_1	Mpo	4716	4192
Gemin8_1	Gemin8	1069	908
Htt_4	Htt	2445	2001
Irx5_1	Irx5	2007	1581
Apeh_1	Apeh	3768	3096
Rnf130_1	Rnf130	5366	4397
Csta1_1	Csta1	1945	1768
Morf4l2_1	Morf4l2	4840	4798
Pnma3_4	Pnma3	2407	2398
Nelfb_2	Nelfb	907	611
Pdpk1_2	Pdpk1	1386	1225
Ube2e1_1	Ube2e1	6646	6661
Tekt4_1	Tekt4	3356	2998
Socs1_2	Socs1	6632	5110
Zfp366_1	Zfp366	3332	2675
Snrpb2_3	Snrpb2	773	697
Cpsf2_3	Cpsf2	205	113
Ube2s_4	Ube2s	1345	925
Notch3_1	Notch3	3677	3086
Sfmbt1_4	Sfmbt1	1223	992
Per3_3	Per3	2781	2505
Utrn_1	Utrn	2092	1787
Odc1_1	Odc1	991	775
Gria2_3	Gria2	2320	1807
Tacc3_2	Tacc3	1475	1099
Mapk14_4	Mapk14	6868	6596
Zfp93_4	Zfp93	2860	2960
Uhmk1_2	Uhmk1	3859	3713
Dab2_3	Dab2	4731	4032
CTRL0072_1	CTRL0072	9392	8379
Slc7a6os_3	Slc7a6os	1394	1078
E2f8_4	E2f8	7519	6552
Zc3h12a_4	Zc3h12a	5274	4392
Ahctf1_1	Ahctf1	215	101
Tmem176b_1	Tmem176b	1245	1124
Hist2h2ab_2	Hist2h2ab	1859	1477
Ern1_1	Ern1	4632	3331
C2cd4b_3	C2cd4b	6902	5377
Svil_4	Svil	7127	6164
Ifitm3_4	Ifitm3	8802	7444
Tubb2a_1	Tubb2a	6390	4793
Dph1_3	Dph1	1216	1142
Ppil3_1	Ppil3	3284	2894
Gltscr2_1	Gltscr2	1938	1822
Brd3_3	Brd3	1057	681
Epha6_3	Epha6	7776	5620
Csf1r_1	Csf1r	5247	4560
Junb_1	Junb	4971	4305
Npc1l1_4	Npc1l1	1508	1151
Scgb1a1_1	Scgb1a1	6853	6419
Rab2a_2	Rab2a	5487	4123
Foxi2_4	Foxi2	7977	6829
Pds5b_1	Pds5b	3499	3006
Ufsp2_2	Ufsp2	3568	2845
Foxe1_4	Foxe1	5897	5047
Pole_4	Pole	1245	1269
Mis18bp1_2	Mis18bp1	1249	877
Cmpk2_4	Cmpk2	6429	5732
CTRL0110_1	CTRL0110	6703	6121
Hoxa5_2	Hoxa5	1987	2088
Lyar_3	Lyar	2103	1498
Hoxa11_2	Hoxa11	4605	3538
Bnipl_3	Bnipl	1256	1022
Stat5b_4	Stat5b	18189	15054
Rnf130_3	Rnf130	4904	4578
Bend6_4	Bend6	3147	2290
Zcchc10_1	Zcchc10	6003	4351
Trmt6_4	Trmt6	803	656
Lmo2_2	Lmo2	1498	1472
Tomm34_3	Tomm34	7573	6097
Scn1a_3	Scn1a	3842	3114
Zbtb17_3	Zbtb17	1129	962
Nrip2_1	Nrip2	3726	2898
Psmd2_2	Psmd2	12685	10556
Prkca_1	Prkca	11249	9109
Pcna_1	Pcna	221	209
Zmym2_4	Zmym2	9081	8464
Lsg1_2	Lsg1	991	809
Cysltr2_2	Cysltr2	1639	1586
Kcnj1_4	Kcnj1	6354	5957
Papolg_1	Papolg	4636	3781
Tk1_1	Tk1	4036	3387
Zfp654_2	Zfp654	5298	4183
Lss_5	Lss	3689	3027
Dffb_5	Dffb	7214	6517
Pax5_2	Pax5	10253	7993
Arnt_4	Arnt	2671	2671
Psmd9_2	Psmd9	5504	4288
Elf1_1	Elf1	12761	10795
Rad54b_3	Rad54b	2379	1574
Pes1_4	Pes1	2845	2454
Zfp827_3	Zfp827	3341	2892
Pkp1_1	Pkp1	4478	3924
Eya3_4	Eya3	5880	4908
Rbm6_2	Rbm6	5054	4106
Mre11a_1	Mre11a	393	260
Rbl2_1	Rbl2	2235	1690
Whsc1l1_2	Whsc1l1	4605	4089
Bhlhe23_4	Bhlhe23	10919	8604
Khdrbs2_4	Khdrbs2	2887	2335
Hyal5_1	Hyal5	2770	2808
Cry1_3	Cry1	2337	2048
Fbxo18_4	Fbxo18	5546	4513
Limd1_4	Limd1	3404	3235
Nr2f1_3	Nr2f1	10397	8550
Esd_4	Esd	5212	4437
Orc1_4	Orc1	1661	1396
Mapk3_3	Mapk3	9700	7882
Gtpbp4_4	Gtpbp4	1683	1721
Zbtb20_1	Zbtb20	3824	3008
Tagln3_1	Tagln3	8819	7349
Tox4_3	Tox4	4506	3596
Dusp23_4	Dusp23	7022	5115
Cradd_3	Cradd	7592	6987
