sgRNA	Gene	ctr	exp
Foxa3_3	Foxa3	8311	7036
Sycp3_4	Sycp3	6125	5520
Tbx1_1	Tbx1	2300	1969
Nrp1_4	Nrp1	2138	1998
Zmpste24_1	Zmpste24	1793	1676
Zfp59_4	Zfp59	356	335
Thrap3_2	Thrap3	2584	1977
Foxo3_3	Foxo3	8165	6699
Stk19_2	Stk19	8307	6401
Dpep1_5	Dpep1	5902	4854
Max_1	Max	339	654
Tceanc2_1	Tceanc2	5970	5107
Odam_3	Odam	750	665
Wbp11_3	Wbp11	460	440
Pop1_1	Pop1	1305	1179
Hcar2_3	Hcar2	775	449
Scaf8_1	Scaf8	2613	2166
Pah_5	Pah	2000	1977
Ndel1_1	Ndel1	2810	2331
Smarca2_2	Smarca2	2217	1895
Ankrd32_2	Ankrd32	8158	6686
Isg20l2_4	Isg20l2	980	565
Lbh_3	Lbh	4272	3328
Hhex_3	Hhex	1251	1322
Alox15_1	Alox15	4502	3889
Mrpl1_3	Mrpl1	2449	2104
Calcr_5	Calcr	2380	2061
Zhx2_4	Zhx2	9293	7932
Chrna2_4	Chrna2	3287	2938
Htr2b_5	Htr2b	3133	2879
Nos3_4	Nos3	6392	5360
Tbx20_4	Tbx20	1322	1284
Syncrip_3	Syncrip	3031	2553
Fopnl_4	Fopnl	7285	5746
Esf1_2	Esf1	0	5
Tulp3_2	Tulp3	138	139
Hoxc6_4	Hoxc6	8829	7781
Mecom_2	Mecom	2679	1835
Eif3l_2	Eif3l	1189	1020
Pmf1_3	Pmf1	11738	9437
Nupl1_2	Nupl1	3403	2866
Cstf1_3	Cstf1	542	456
Rsph4a_2	Rsph4a	2567	2197
Enpp1_5	Enpp1	4878	3990
Anapc16_2	Anapc16	3997	3092
Thoc3_3	Thoc3	1351	1048
Nxf1_4	Nxf1	1285	1069
Slc12a6_1	Slc12a6	4340	3356
Limk1_2	Limk1	3211	2388
Mdh2_3	Mdh2	2003	1677
Ikbke_1	Ikbke	2371	1597
Supt6_1	Supt6	668	600
Dnmt1_1	Dnmt1	5782	4628
Rbm19_3	Rbm19	3933	3596
Ube2v1_4	Ube2v1	480	371
Sgms1_1	Sgms1	3930	2995
Pank1_2	Pank1	9280	8286
Msx3_3	Msx3	3858	3511
Ubash3a_2	Ubash3a	5368	4225
Lsm14a_2	Lsm14a	5567	5052
Itga4_5	Itga4	6197	5727
Ldhal6b_4	Ldhal6b	4636	3857
Dnph1_4	Dnph1	4927	4082
Nrm_1	Nrm	1619	1497
Socs3_1	Socs3	1881	1979
Nup155_4	Nup155	806	694
Oas1a_3	Oas1a	3062	2696
Aspscr1_3	Aspscr1	3747	3664
Srp14_1	Srp14	2547	2306
Gle1_1	Gle1	3428	2972
Psma6_3	Psma6	1716	1371
Kcnmb3_5	Kcnmb3	2549	1776
Traip_3	Traip	388	389
Cmip_3	Cmip	1767	1154
Chd5_2	Chd5	1975	1440
Nr2f6_2	Nr2f6	3617	2923
Notch3_4	Notch3	5577	4416
Slc22a8_5	Slc22a8	3257	3359
Pif1_4	Pif1	5390	4528
Cfl2_3	Cfl2	4008	3785
Rorb_1	Rorb	1552	1227
Osbpl3_3	Osbpl3	3672	3200
Stk4_5	Stk4	1360	1191
Mis18a_2	Mis18a	549	325
Mettl11b_2	Mettl11b	4836	4552
Tpr_2	Tpr	4644	4196
Tmx1_3	Tmx1	6548	5074
Zfp414_3	Zfp414	8767	7234
Nr1h2_4	Nr1h2	9879	9777
Tbx5_1	Tbx5	1081	939
Fam169a_4	Fam169a	5128	3957
Sytl2_2	Sytl2	4342	3768
Homer2_2	Homer2	5973	5616
Metap2_4	Metap2	408	496
Tlk2_4	Tlk2	2718	2069
Casp8ap2_4	Casp8ap2	1276	1120
Ccs_2	Ccs	3002	2470
Glyr1_2	Glyr1	7544	6303
Med30_1	Med30	2649	2476
Zfp512_2	Zfp512	2934	2715
Cdk13_3	Cdk13	6887	6394
Crcp_2	Crcp	804	572
Nr2e3_3	Nr2e3	16553	14808
Irs1_1	Irs1	4104	3384
Ptges2_2	Ptges2	3713	3032
Rxra_3	Rxra	2068	1985
Hdac11_1	Hdac11	7699	6083
Eif3l_1	Eif3l	1944	1448
Pex2_3	Pex2	3053	2374
Hltf_1	Hltf	1580	1392
Mitf_4	Mitf	2853	2349
Rpl19_2	Rpl19	820	573
Brms1l_1	Brms1l	9014	7435
Esrra_3	Esrra	6476	6168
Per3_2	Per3	4621	4081
Cbx5_1	Cbx5	5141	4507
Zfp354c_4	Zfp354c	1051	1004
Taf5_4	Taf5	6863	6289
Pcp4_2	Pcp4	3536	2949
Gper1_3	Gper1	2292	1741
C030039L03Rik_3	C030039L03Rik	684	698
Kansl1_3	Kansl1	701	655
Avpr1b_5	Avpr1b	3044	2620
Rps25_3	Rps25	723	589
Fgf13_4	Fgf13	3700	3085
Pias3_2	Pias3	3736	3088
Spag8_4	Spag8	3077	2813
Gtf3c3_3	Gtf3c3	1133	1106
Exosc4_4	Exosc4	736	670
Camk2n2_3	Camk2n2	4712	4469
Tef_3	Tef	3331	3322
Orc3_2	Orc3	698	724
Taz_1	Taz	3974	3085
Prss23_3	Prss23	4524	3727
Dcaf8_1	Dcaf8	5143	4298
Cd38_4	Cd38	2199	1856
Foxf1_4	Foxf1	9104	6862
Acad8_1	Acad8	1000	725
Exosc7_3	Exosc7	875	572
Jazf1_2	Jazf1	6043	5318
Ovca2_1	Ovca2	3929	3086
Fbxl21_4	Fbxl21	3212	2843
Tbrg1_1	Tbrg1	2070	1574
Brcc3_4	Brcc3	6261	4910
Rbm24_4	Rbm24	5058	4048
Socs3_3	Socs3	188	97
Zbtb8a_4	Zbtb8a	5407	5070
Dcp1b_1	Dcp1b	4237	3763
Scmh1_3	Scmh1	4322	3930
Lrch4_1	Lrch4	2920	2140
Pde4a_2	Pde4a	10329	9154
Polr2d_1	Polr2d	918	733
Cuedc2_2	Cuedc2	6719	5659
Hnrnpm_2	Hnrnpm	4953	4400
Umps_1	Umps	883	895
Zfp651_4	Zfp651	6934	5646
Plk4_1	Plk4	1339	1454
Bag4_1	Bag4	5266	4650
Eif4enif1_4	Eif4enif1	1804	1340
Cysltr2_5	Cysltr2	2467	2371
Rfx8_4	Rfx8	2986	2452
Antxr1_1	Antxr1	6793	6362
Cacna1g_2	Cacna1g	4328	4089
Usp21_2	Usp21	2642	2555
Trim24_1	Trim24	824	851
Akr1d1_2	Akr1d1	3295	2970
Elac1_2	Elac1	3151	2523
Foxn3_1	Foxn3	2318	1719
Med9_1	Med9	5377	4971
Crxos_4	Crxos	5962	5079
Bnip1_2	Bnip1	1128	1099
Zfp326_1	Zfp326	3436	2678
Ell_1	Ell	1677	1432
Ing2_4	Ing2	7030	5512
Rad51c_2	Rad51c	741	748
Ppm1m_1	Ppm1m	4608	3851
Nr2c1_1	Nr2c1	6061	5384
Vezf1_4	Vezf1	1328	1364
Skida1_3	Skida1	4242	4137
Glyat_5	Glyat	4153	3269
Pold2_1	Pold2	189	309
Cnot10_4	Cnot10	3479	2664
Mmp14_2	Mmp14	2471	2330
Nkx3-1_1	Nkx3-1	4844	4141
Mapkap1_1	Mapkap1	2555	2175
2310067B10Rik_3	2310067B10Rik	4404	3633
Cacnb3_5	Cacnb3	6932	5906
Fam220a_2	Fam220a	4398	3517
Padi2_4	Padi2	2801	2747
Rpp30_2	Rpp30	1357	845
Pagr1a_1	Pagr1a	2353	1773
Pde9a_4	Pde9a	9320	8260
Tsfm_4	Tsfm	1283	1284
Vezt_4	Vezt	1380	786
Antxr1_4	Antxr1	1834	1743
Taco1_4	Taco1	4452	3634
Ngdn_1	Ngdn	1553	1421
Tsga8_4	Tsga8	8526	7375
Ccdc113_3	Ccdc113	380	304
Map2k2_1	Map2k2	2331	1886
Rhbdd2_4	Rhbdd2	4199	3247
Trim21_3	Trim21	4177	3530
Tbx22_1	Tbx22	5124	4290
Stat5a_3	Stat5a	4753	4220
Fam188a_2	Fam188a	103	88
Rheb_4	Rheb	5906	5177
Ccnt2_2	Ccnt2	1360	1289
Aimp1_2	Aimp1	1761	1947
Zfp1_1	Zfp1	907	742
Mettl1_2	Mettl1	2628	1995
Dcxr_2	Dcxr	5597	4823
Serpinb2_1	Serpinb2	1914	1817
Sac3d1_2	Sac3d1	3612	3079
Dusp4_2	Dusp4	5814	4531
Znrd1_2	Znrd1	5678	4498
H2afy2_2	H2afy2	2844	2475
Appl1_2	Appl1	885	742
2410016O06Rik_3	2410016O06Rik	4118	3275
Xrn1_4	Xrn1	635	713
Ptges_4	Ptges	4324	3874
Ppil2_2	Ppil2	677	835
Nhlh1_1	Nhlh1	3894	2955
Rassf2_1	Rassf2	5610	4884
Agap3_1	Agap3	5338	3918
Trim69_3	Trim69	5146	4587
Uba7_4	Uba7	4419	4145
Ghrl_1	Ghrl	7618	6456
Mrgbp_4	Mrgbp	5744	4630
Per1_4	Per1	2665	2248
Scn9a_3	Scn9a	2998	2517
Ramp3_3	Ramp3	7086	5702
Cdk14_4	Cdk14	7009	6267
Heyl_4	Heyl	7511	5499
Pdlim7_3	Pdlim7	2439	1841
Lrig3_1	Lrig3	1747	1555
Myh7_3	Myh7	3182	2346
Scnn1b_5	Scnn1b	5080	3834
Adora2b_2	Adora2b	3696	2885
Tyw1_1	Tyw1	1134	1084
Rp9_2	Rp9	7460	5554
Foxo6_4	Foxo6	6249	5302
Il2rg_4	Il2rg	1434	1057
Map1a_4	Map1a	4251	3603
Dedd2_2	Dedd2	4689	3294
Tigd2_1	Tigd2	7260	6462
Gcat_4	Gcat	3591	2991
Foxp4_3	Foxp4	2054	1732
Irf5_4	Irf5	5583	4495
Prpf4_4	Prpf4	687	668
Zcchc8_2	Zcchc8	600	462
Gnb5_1	Gnb5	4895	4253
Slc2a9_4	Slc2a9	4263	4204
Foxr2_2	Foxr2	1701	1319
Nudt12_2	Nudt12	3811	3244
Rgs17_1	Rgs17	3086	3128
Dlx5_1	Dlx5	5368	4431
Tctex1d4_2	Tctex1d4	4353	3555
Zfp182_2	Zfp182	7900	6312
Babam1_1	Babam1	6013	5162
Htr1d_5	Htr1d	2148	1818
H2afb1_4	H2afb1	2765	1798
Trim12c_1	Trim12c	791	890
Sapcd2_2	Sapcd2	2536	1816
Dlx5_4	Dlx5	2282	1908
Coq7_1	Coq7	3282	2439
Zfp28_4	Zfp28	786	629
Hmga2_3	Hmga2	10950	9041
Acadm_4	Acadm	4613	3208
Tnrc6a_4	Tnrc6a	7218	6237
Satb2_4	Satb2	2999	2825
Fgf1_3	Fgf1	7664	6404
CTRL0056_1	CTRL0056	6315	5052
Ddx1_3	Ddx1	435	256
Rasl2-9_2	Rasl2-9	1879	1519
Gsx1_3	Gsx1	3269	2844
Brip1_1	Brip1	1066	873
Scai_1	Scai	1878	1568
Pcdha2_2	Pcdha2	2660	2354
Satb1_2	Satb1	6867	5666
Polb_4	Polb	6240	5135
Eqtn_1	Eqtn	3304	2506
Sox21_3	Sox21	11203	9375
Ankrd33_2	Ankrd33	8489	7223
Erbb2ip_3	Erbb2ip	4389	3321
Bdh1_1	Bdh1	2438	1974
Cdk2_2	Cdk2	5485	5161
Naa60_3	Naa60	4155	3643
Pbrm1_4	Pbrm1	1205	1374
Rps6ka1_1	Rps6ka1	1771	1261
Kdm3b_4	Kdm3b	1826	1798
Zfx_4	Zfx	5251	5326
Mmp16_1	Mmp16	2522	2009
Mul1_2	Mul1	5190	4877
Ddx21_1	Ddx21	872	402
Dlx6_4	Dlx6	6560	5551
Cyld_1	Cyld	2706	1966
Gpx1_1	Gpx1	3062	2721
1110017D15Rik_1	1110017D15Rik	931	894
Tfap2d_3	Tfap2d	4761	4162
Ppm1a_1	Ppm1a	2049	1455
Scmh1_2	Scmh1	4872	4295
Ppan_4	Ppan	500	318
Rps19bp1_2	Rps19bp1	868	742
Srebf1_1	Srebf1	9696	8109
Irx1_3	Irx1	4634	3313
Gpx4_3	Gpx4	1010	814
Rpp38_2	Rpp38	1652	1415
Cdk7_4	Cdk7	313	344
Snap25_4	Snap25	5347	4711
Gtf3c1_1	Gtf3c1	455	315
Harbi1_2	Harbi1	2276	1884
Tespa1_3	Tespa1	4356	3371
Ets1_2	Ets1	288	345
Ddc_3	Ddc	3056	3158
Nampt_1	Nampt	4514	4040
Pias2_3	Pias2	6403	5960
Akap7_2	Akap7	4999	4547
Cacna1a_3	Cacna1a	19542	16456
Plxnb2_1	Plxnb2	4074	3084
Kdm6b_4	Kdm6b	3803	3154
Ints5_1	Ints5	749	650
Nfkb1_3	Nfkb1	9907	8885
Rhox8_3	Rhox8	2869	2176
Phax_3	Phax	740	738
Pou2af1_1	Pou2af1	5497	4273
Bcl9l_1	Bcl9l	3846	3353
Thoc2_4	Thoc2	317	250
S100b_4	S100b	4543	3972
Ass1_2	Ass1	4110	3602
Gpi1_3	Gpi1	1506	1382
Nip7_4	Nip7	260	525
Hist1h2bn_1	Hist1h2bn	2171	1665
Lmnb1_3	Lmnb1	5717	5107
Rhox11_4	Rhox11	3383	3554
Cabyr_1	Cabyr	2762	2122
Knstrn_1	Knstrn	946	682
Tuba3a_4	Tuba3a	3347	2348
Hp1bp3_4	Hp1bp3	2918	2789
Rrn3_3	Rrn3	2652	2520
Nkx2-5_1	Nkx2-5	8714	7121
Dusp21_3	Dusp21	3795	3352
Nin_3	Nin	5346	4448
Myrf_3	Myrf	12619	10145
Nudcd1_4	Nudcd1	3383	2349
Smo_4	Smo	2175	1517
Rabl6_3	Rabl6	2684	2344
Zfp27_2	Zfp27	681	569
Cbfb_3	Cbfb	1154	1282
Vdac1_3	Vdac1	5072	4022
Thoc1_3	Thoc1	1660	1442
Tyro3_1	Tyro3	3197	3049
Fgf11_2	Fgf11	3584	3090
Rbms2_4	Rbms2	3594	3172
Ptger3_1	Ptger3	4457	3967
Celf6_3	Celf6	3710	3697
Tuba4a_1	Tuba4a	6410	4906
Dlx4_2	Dlx4	5488	4974
Bmyc_2	Bmyc	12332	9914
Zfp143_3	Zfp143	7109	5852
Lhx1_3	Lhx1	545	402
Fat1_4	Fat1	2710	2736
Rasl11a_4	Rasl11a	5543	4613
Txnl1_2	Txnl1	803	614
Pqbp1_3	Pqbp1	6723	5806
Fbxo7_3	Fbxo7	6516	5648
Fth1_2	Fth1	2582	2498
Eddm3b_1	Eddm3b	6410	5400
Helz_4	Helz	4969	4304
Pdgfrb_3	Pdgfrb	13122	10885
Appl2_2	Appl2	439	325
H2afz_3	H2afz	842	794
Cckbr_3	Cckbr	10960	9603
Cdca5_3	Cdca5	1259	1182
Omp_2	Omp	4166	3292
Utp23_3	Utp23	1122	994
Pde10a_4	Pde10a	7885	6510
Rps6ka5_3	Rps6ka5	2242	1609
Plcd1_3	Plcd1	6221	5346
Phf7_2	Phf7	3426	2764
Foxp3_4	Foxp3	3080	2673
Dtx2_1	Dtx2	722	541
Zkscan8_1	Zkscan8	6548	4604
Snx6_4	Snx6	1865	1744
Nqo2_3	Nqo2	9772	7372
Naa50_2	Naa50	53	49
Cep152_1	Cep152	3808	3555
Lsm11_3	Lsm11	2966	1893
Pinx1_4	Pinx1	1756	1614
Zbtb45_4	Zbtb45	2988	2310
Mical3_1	Mical3	2822	2241
Akr1b7_5	Akr1b7	2563	1944
Smox_4	Smox	12111	9910
Vgll1_3	Vgll1	4487	3592
Foxo3_4	Foxo3	9035	6899
Ash1l_1	Ash1l	3203	2739
Zfp42_1	Zfp42	3747	3970
Atoh7_2	Atoh7	5009	4365
Zfp260_4	Zfp260	523	516
Ten1_3	Ten1	191	280
Zfp711_1	Zfp711	10099	8698
Sart3_3	Sart3	584	503
Bmi1_2	Bmi1	2952	2633
Msi2_1	Msi2	3095	2599
Shfm1_3	Shfm1	1765	1434
Sp7_4	Sp7	4382	3643
Pdc_4	Pdc	5289	4319
Pik3cb_2	Pik3cb	5249	4756
Mro_1	Mro	3327	2497
Limd1_1	Limd1	4315	3530
Taf5l_2	Taf5l	480	614
Ndufaf3_4	Ndufaf3	4111	3461
Lpin1_4	Lpin1	2562	2144
Rgs2_2	Rgs2	6069	5150
Zfpm2_3	Zfpm2	6481	5564
Cad_1	Cad	2747	2668
Npm2_4	Npm2	3238	2464
Stard13_3	Stard13	5131	4690
Smndc1_3	Smndc1	3737	3085
Prkag1_1	Prkag1	3727	3298
Poldip2_3	Poldip2	2617	2744
Evi5_4	Evi5	5830	4315
Smarcd2_2	Smarcd2	3177	2336
Pxt1_4	Pxt1	2516	2082
Henmt1_4	Henmt1	6883	5333
Phb_1	Phb	8698	7001
Ppp2r3c_1	Ppp2r3c	722	638
Prkx_1	Prkx	5320	4856
Mns1_2	Mns1	4656	4134
Rnf4_1	Rnf4	2143	1911
Zfp664_2	Zfp664	4018	4053
Atp6v0a1_4	Atp6v0a1	6535	6238
Camta2_4	Camta2	446	559
Uhrf1_1	Uhrf1	2982	2244
Slc25a21_1	Slc25a21	3974	3262
Pgap2_4	Pgap2	2235	2083
Epn1_4	Epn1	1734	1179
Strn3_3	Strn3	2716	2253
Hnrnpab_2	Hnrnpab	5861	5091
Ttc5_3	Ttc5	3036	2614
Sult2b1_5	Sult2b1	6190	5113
Srsf4_1	Srsf4	5548	4570
Zkscan6_4	Zkscan6	1487	1246
Polr2m_1	Polr2m	1548	1405
Nub1_3	Nub1	2595	2569
Tmco2_3	Tmco2	3523	2915
Trak2_3	Trak2	3778	3200
Gabpa_1	Gabpa	291	186
Donson_3	Donson	596	518
Msrb1_3	Msrb1	4639	3775
Alad_3	Alad	8259	6813
Hoxa13_2	Hoxa13	4557	3335
Htra2_3	Htra2	3054	2726
Nod2_1	Nod2	2540	2104
Cnot8_3	Cnot8	1581	1566
Prune_2	Prune	2431	2390
Lhx6_1	Lhx6	6532	5345
Kalrn_5	Kalrn	5862	4237
Gorab_1	Gorab	5033	4482
Pomp_1	Pomp	447	437
Nuak1_4	Nuak1	4652	3671
Add3_4	Add3	2179	1664
Calcr_4	Calcr	6831	5773
Sfswap_3	Sfswap	1651	1262
Chrm1_5	Chrm1	4832	3873
Gata1_2	Gata1	5989	4816
Nr2f2_1	Nr2f2	2565	2279
Acadm_3	Acadm	296	221
Tyk2_3	Tyk2	5181	4481
Mapk9_3	Mapk9	4679	4075
Med19_4	Med19	2951	2658
Surf6_2	Surf6	3015	2711
Bcl11a_2	Bcl11a	527	477
Zfp521_4	Zfp521	4178	3528
Hexdc_3	Hexdc	5974	4813
Nol4_3	Nol4	3711	2929
Adcy2_1	Adcy2	6105	4713
H2afy2_3	H2afy2	2333	1727
Lmbr1_1	Lmbr1	6650	4591
Sprtn_3	Sprtn	2205	2008
Hoxb2_1	Hoxb2	6831	5966
Trim71_4	Trim71	2662	2111
Plekhf1_4	Plekhf1	3027	2398
Spc24_4	Spc24	447	384
Mex3d_4	Mex3d	4138	3206
Rcan1_4	Rcan1	7409	6160
Slc30a5_2	Slc30a5	5216	4692
Tppp_4	Tppp	5497	4228
Prpf19_2	Prpf19	188	211
Nr1i3_1	Nr1i3	13272	11613
Foxl1_3	Foxl1	8348	6693
Smchd1_3	Smchd1	4807	3913
Zic2_3	Zic2	10347	9621
Kntc1_3	Kntc1	2463	1595
Wbp2_3	Wbp2	3595	3174
Ovol1_3	Ovol1	4295	3594
Cdk8_1	Cdk8	1988	1808
Pctp_1	Pctp	5315	3733
Rps19_4	Rps19	791	638
Urb2_3	Urb2	3287	2842
Gtf2h1_4	Gtf2h1	953	582
Zfp667_2	Zfp667	960	869
Phf21a_4	Phf21a	2382	2017
Mdm4_4	Mdm4	908	1058
Polr2m_3	Polr2m	2682	2163
Mad2l1bp_1	Mad2l1bp	1073	806
Zfp317_1	Zfp317	5036	4037
Drd5_5	Drd5	3967	4231
Tinagl1_3	Tinagl1	8483	7550
Cpsf2_2	Cpsf2	725	501
Tubb4a_3	Tubb4a	1756	1014
Slc18a2_2	Slc18a2	1809	1540
Igf2bp1_1	Igf2bp1	3227	2408
Spopl_1	Spopl	2750	2365
Mbd3l1_3	Mbd3l1	4188	2957
Acat2_5	Acat2	7512	6151
Slfn1_1	Slfn1	7877	6684
Polr2a_1	Polr2a	1524	1153
Tbx2_1	Tbx2	172	164
Hoxb7_1	Hoxb7	7752	6023
Dcaf13_2	Dcaf13	844	849
Ripk4_2	Ripk4	3827	2875
Rbm45_1	Rbm45	6254	5846
Med24_3	Med24	1676	1266
Mlxip_4	Mlxip	3423	2987
Egr3_2	Egr3	5175	4181
Bub1_1	Bub1	3464	3227
Wtap_1	Wtap	1356	1180
Fosl1_4	Fosl1	7671	6695
Abhd5_4	Abhd5	5985	4964
Dusp2_2	Dusp2	3608	3377
Msc_3	Msc	4993	4224
Chrna10_1	Chrna10	5897	4915
Ctnnbip1_1	Ctnnbip1	4747	3858
Trib1_4	Trib1	6681	5062
Tyr_2	Tyr	13166	11195
Zfp384_4	Zfp384	3362	2915
Cemip_4	Cemip	618	742
Isg20_3	Isg20	4450	4089
Utf1_3	Utf1	4309	3849
Morc2a_1	Morc2a	8487	6790
Brap_3	Brap	1239	1258
Atf7ip_4	Atf7ip	4272	3305
Med19_1	Med19	725	698
Aifm1_4	Aifm1	2064	1907
Hagh_2	Hagh	2002	1839
Pnck_1	Pnck	2895	2564
Sfmbt2_1	Sfmbt2	4313	3238
Prkdc_1	Prkdc	849	650
Riok1_2	Riok1	8188	6443
Orc2_1	Orc2	3105	2268
Atp4a_1	Atp4a	5711	4962
Fbxo7_4	Fbxo7	6356	4969
Rxra_1	Rxra	15430	13145
Elane_4	Elane	2174	2071
Hoxd13_1	Hoxd13	4318	3961
Adrbk2_1	Adrbk2	4100	3579
Arx_4	Arx	8944	7272
Als2_4	Als2	2684	2431
Iqcb1_3	Iqcb1	4767	4287
Txnip_2	Txnip	6738	5694
Pld2_2	Pld2	6368	4949
Trip12_3	Trip12	7025	5314
Rfx1_4	Rfx1	2720	2380
Fst_2	Fst	5967	4574
Mapk15_4	Mapk15	2690	2533
Dis3_4	Dis3	139	174
Scn3a_3	Scn3a	4512	3893
Osr1_3	Osr1	2437	2096
Hmgn2_1	Hmgn2	3005	2450
Ctnnb1_1	Ctnnb1	3380	2605
Zfp385b_2	Zfp385b	6476	5587
Tex10_4	Tex10	380	351
Nr1h5_2	Nr1h5	4154	3436
Fign_4	Fign	4333	3709
Pak1ip1_1	Pak1ip1	1135	1107
CTRL0066_1	CTRL0066	1356	1247
Plagl2_1	Plagl2	1031	871
Cops2_1	Cops2	659	489
Gabrr3_4	Gabrr3	5295	4534
Dag1_2	Dag1	5133	4609
Dhx33_3	Dhx33	991	1088
Cstf2t_3	Cstf2t	3621	3326
Gnptab_2	Gnptab	2730	2095
Katnb1_1	Katnb1	726	639
Upf3a_3	Upf3a	6799	5855
Sox8_4	Sox8	3333	2801
Rchy1_3	Rchy1	5075	4190
Polq_4	Polq	1670	1133
Mphosph10_4	Mphosph10	3328	2933
Fam192a_1	Fam192a	6019	4353
Commd6_2	Commd6	2598	2258
Trim12c_4	Trim12c	663	721
Zc3hc1_1	Zc3hc1	4557	3910
Tnfaip3_3	Tnfaip3	895	720
Mtrr_2	Mtrr	2402	2321
Tep1_3	Tep1	3471	3407
Rxra_4	Rxra	6470	5499
Ets1_1	Ets1	14858	12023
Mxi1_2	Mxi1	4250	3621
Spast_3	Spast	4401	3661
Pid1_3	Pid1	4617	3978
Pax7_1	Pax7	16881	14255
Exosc6_3	Exosc6	6780	5982
Mecr_2	Mecr	667	667
Padi6_1	Padi6	3379	2891
Plcg1_3	Plcg1	4686	3975
Csrnp3_2	Csrnp3	6056	4860
Dnajc17_4	Dnajc17	401	480
Gatad2a_1	Gatad2a	5062	4368
Taf1b_3	Taf1b	138	156
Arfgap2_3	Arfgap2	5365	4796
Nudc_1	Nudc	521	460
Ncaph_3	Ncaph	607	687
Pifo_2	Pifo	4856	3747
Cdca7_3	Cdca7	9202	8124
Kmt2a_3	Kmt2a	8727	6690
Gabrg3_2	Gabrg3	2989	2165
Crygc_2	Crygc	6509	5716
E2f3_1	E2f3	5830	4655
Rai1_4	Rai1	3061	2601
Klf9_3	Klf9	10840	8773
Prrc2a_4	Prrc2a	2661	2127
Jak1_2	Jak1	569	513
Parl_1	Parl	2816	2307
Nfatc4_1	Nfatc4	3673	3141
Casp6_4	Casp6	7188	6185
Atp5j2_1	Atp5j2	1877	1318
Zic1_3	Zic1	7928	6176
Mcm2_1	Mcm2	423	349
Papola_2	Papola	2796	1898
Utrn_4	Utrn	5406	4149
Ephb2_2	Ephb2	6956	5711
Ei24_3	Ei24	6685	6213
Cpsf4_2	Cpsf4	2785	2420
Six6_3	Six6	5502	4737
Gmeb1_1	Gmeb1	1005	691
Esrp2_3	Esrp2	6142	4906
Cbln1_2	Cbln1	6421	5461
Taf6l_1	Taf6l	2593	2667
Cmas_1	Cmas	7459	7194
Cxxc1_4	Cxxc1	1008	677
Seh1l_2	Seh1l	319	392
Naif1_4	Naif1	1283	1130
Npepps_3	Npepps	3942	4084
Nt5e_4	Nt5e	2176	2063
Etv5_3	Etv5	4429	3617
Alg13_4	Alg13	424	485
Zfp26_3	Zfp26	225	202
Cdc73_2	Cdc73	246	196
Wrn_4	Wrn	2786	2187
Rps3_2	Rps3	421	275
Parl_3	Parl	3238	2781
Nfrkb_4	Nfrkb	887	796
Tceb3_2	Tceb3	3451	3045
Hspb1_1	Hspb1	3398	3031
Acin1_1	Acin1	1144	1074
Serpinb9_2	Serpinb9	5280	4166
Rnf2_1	Rnf2	695	578
Setd6_2	Setd6	3218	2840
Pcgf3_1	Pcgf3	4968	4374
Cbl_1	Cbl	4527	4132
Cacna1d_5	Cacna1d	1833	1192
Gatad2b_2	Gatad2b	5635	5282
Plscr2_2	Plscr2	7166	5324
Ppia_4	Ppia	4275	3926
Mllt4_3	Mllt4	3664	3245
Nap1l1_4	Nap1l1	1129	1191
Zfp647_4	Zfp647	1553	1379
Ngrn_1	Ngrn	2699	2363
Mef2d_4	Mef2d	9149	7495
42985_3	42985	1002	908
Cbr1_4	Cbr1	3376	2616
Trap1a_2	Trap1a	762	490
Mettl11b_3	Mettl11b	2904	2632
Nfe2l2_1	Nfe2l2	653	538
Camk2d_3	Camk2d	1392	901
Wibg_3	Wibg	3180	3017
Hdac2_5	Hdac2	2731	1830
Sumf2_3	Sumf2	6389	5562
Smarcd1_1	Smarcd1	982	1043
Cdc14b_3	Cdc14b	4632	3899
Zfp738_3	Zfp738	1678	1462
Nsmce1_1	Nsmce1	3146	2658
Bcl6b_4	Bcl6b	4845	4430
Hsf4_3	Hsf4	11533	10207
Terf2ip_1	Terf2ip	2475	2037
Cenpi_1	Cenpi	247	244
Epc1_2	Epc1	1238	1057
Zfp623_4	Zfp623	7855	6596
Sirt1_3	Sirt1	5478	4489
Tsen15_1	Tsen15	1318	1454
Med13_4	Med13	10827	9387
Med4_1	Med4	748	489
Rad54l2_2	Rad54l2	1754	1559
Mtap_5	Mtap	8497	6869
Meig1_1	Meig1	5201	4094
Tead1_4	Tead1	1962	1379
Hoxa9_3	Hoxa9	6529	5630
Zfp687_1	Zfp687	2272	2042
Gadd45a_4	Gadd45a	3279	2986
Snd1_2	Snd1	4060	3323
Stox1_1	Stox1	2417	1582
Rora_3	Rora	8825	7073
Tsx_1	Tsx	9733	8389
Anapc5_2	Anapc5	18	41
Fancd2_4	Fancd2	1077	757
Lrig1_3	Lrig1	2991	3426
Sod3_2	Sod3	10938	8800
Npr1_4	Npr1	3083	2359
Zfp184_2	Zfp184	2162	2096
Atxn2_1	Atxn2	857	1017
Arid3c_2	Arid3c	3806	3317
Sapcd2_4	Sapcd2	3000	2553
Smad3_2	Smad3	8343	7633
Sap25_4	Sap25	4728	3798
Dclre1a_4	Dclre1a	3068	2881
Stat1_4	Stat1	2627	2268
Fam71d_3	Fam71d	4297	3889
